team_1,team_2,team_1_win_prob,team_2_win_prob
Ohio St.,North Dakota St.,0.8150517215556295,0.18494827844437042
Ohio St.,Furman,0.8940529294527704,0.1059470705472296
Ohio St.,Siena,0.8948874989812554,0.10511250101874453
Ohio St.,Michigan,0.236941087804568,0.7630589121954321
Ohio St.,Iowa St.,0.36812973400375637,0.6318702659962436
Ohio St.,Virginia,0.4120910718592305,0.5879089281407694
Ohio St.,Alabama,0.45816937202372043,0.5418306279762796
Ohio St.,Texas Tech,0.4969970336098348,0.5030029663901653
Ohio St.,Tennessee,0.5076974240014736,0.4923025759985264
Ohio St.,Kentucky,0.5822999144034019,0.417700085596598
Ohio St.,Georgia,0.5908062535393506,0.40919374646064943
Ohio St.,Saint Louis,0.6226616079038073,0.3773383920961927
Ohio St.,Santa Clara,0.5870885887933838,0.4129114112066163
Ohio St.,Miami (Ohio),0.7535690013131905,0.24643099868680943
Ohio St.,SMU,0.6965241145722064,0.3034758854277937
Ohio St.,Akron,0.6713792413635958,0.32862075863640416
Ohio St.,Hofstra,0.7585899689375959,0.24141003106240402
Ohio St.,Wright St.,0.8354659836054456,0.16453401639455448
Ohio St.,Tennessee St.,0.8891797304018788,0.11082026959812116
Ohio St.,Howard,0.9027766868419976,0.09722331315800233
Ohio St.,UMBC,0.8842900063847856,0.11570999361521445
Ohio St.,Florida,0.30525217301504953,0.6947478269849505
Ohio St.,Houston,0.315341731710435,0.6846582682895649
Ohio St.,Illinois,0.37213970477039593,0.6278602952296041
Ohio St.,Nebraska,0.4900617030039152,0.5099382969960847
Ohio St.,Vanderbilt,0.42406556702904213,0.5759344329709578
